JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,POL_SN,CT_RLPS_GBN_CD,CT_IN_RLTN_CD,IS_INDIV,GIS_CD
1195090,1,06,384810,0,7684746,I,01,1,99
58223,1,03,8118381,0,3373155,C,01,1,31
834978,1,06,4872458,0,8645188,I,99,1,33
1511406,1,08,5404116,0,8926928,I,01,1,31
1470397,1,08,6494381,0,8546373,I,99,1,21
1140818,1,08,9098705,0,5719464,C,03,1,22
1756244,1,03,2850427,0,6148023,C,02,1,11
1115842,1,06,2584480,0,8349136,I,01,1,99
1638708,1,06,9575681,0,9675890,I,01,1,38
655176,1,06,3956088,0,9867115,I,99,1,11
1351088,1,08,654282,0,6273382,I,01,1,11
896282,1,06,3372531,0,544380,I,03,1,22
1774597,1,06,8887002,0,8286837,C,99,1,31
1704058,1,06,3624327,0,5208543,C,01,1,99
25738,1,06,1266421,0,2751350,C,01,1,99
1293417,1,06,7203620,0,7759075,I,99,1,99
1305129,1,08,4115582,0,7759905,I,01,1,37
570310,1,08,3451526,0,7943633,I,01,1,11
1111536,1,06,4657042,0,7682077,I,01,1,99
1236175,1,06,5757361,0,6068595,C,01,1,99
1596494,1,06,7168593,0,9028846,C,01,1,11
425732,1,03,2673200,0,2657773,I,01,1,21
294431,1,08,5117385,0,622800,I,01,1,38
1188012,1,08,5238574,0,2260798,I,99,1,25
193537,1,06,3845601,0,3759024,I,01,1,31
1126824,1,08,5690124,0,6983331,I,01,1,34
44160,1,06,396110,0,4283121,C,01,1,11
182924,1,08,3340191,0,1587098,I,99,1,37
829563,1,06,6743322,0,9626058,I,01,1,99
1290415,1,06,5529413,0,8321771,C,01,1,22
787912,1,06,84486,0,1193715,I,01,1,21
1837952,1,06,7728137,0,3367403,I,03,1,11
974208,1,06,9969110,0,2224732,I,99,1,22
1958342,1,08,3104679,0,49984,I,03,1,21
67182,1,03,5778725,0,41675,I,01,1,11
1260044,1,06,5734186,0,9145165,I,03,1,99
815498,1,06,6063326,0,6921136,I,99,1,99
491333,1,06,7415200,0,9896303,I,99,1,31
1601354,1,06,3778203,0,7123715,I,99,1,99
242958,1,06,4332893,0,7316200,C,01,1,34
1393724,1,06,7408301,0,5690747,I,03,1,99
1486812,1,08,1875421,0,6693727,I,01,1,38
744075,1,06,1467985,0,3024223,I,01,1,31
1081661,1,03,389138,0,7244542,C,03,1,33
1407691,1,06,1917819,0,847539,C,01,1,99
1135132,1,06,6062696,0,81993,I,01,1,23
1343891,1,06,2098653,0,363834,I,99,1,11
622840,1,08,1711040,0,1265745,I,03,1,31
302004,1,08,6963662,0,9203466,C,01,1,31
782878,1,06,7469803,0,7930783,C,01,1,99
219295,1,06,3634387,0,8829270,I,01,1,34
1945095,1,08,9388629,0,4346784,I,01,1,11
25879,1,06,6694792,0,1045292,I,99,1,99
1573098,1,06,62801,0,8911337,C,01,1,11
844999,1,08,7062992,0,5878140,C,01,1,38
441391,1,06,2927243,0,2000125,I,01,1,99
864072,1,06,2895592,0,1055948,I,01,1,99
1141084,1,06,1156305,0,2998128,C,01,1,31
639713,1,08,8521777,0,8430405,C,01,1,11
305660,1,06,3769249,0,953003,C,01,1,99
1578839,1,06,7691797,0,1609900,I,01,1,99
1387618,1,08,5140710,0,7360300,C,03,1,11
994034,1,08,8696834,0,8853334,I,01,1,31
1000542,1,03,9767042,0,7544815,I,01,1,38
1149060,1,06,633289,0,3836930,C,01,1,31
280824,1,06,166261,0,7436732,I,99,1,99
1671133,1,08,5544772,0,8334670,C,01,1,11
243765,1,06,8910316,0,2158738,C,01,1,99
1662306,1,08,1788159,0,2928623,C,01,1,31
1470397,1,08,6017897,0,6128961,I,01,1,21
398480,1,08,367293,0,1267935,I,01,1,34
701345,1,06,3602483,0,8343851,C,01,1,99
1136373,1,08,1375841,0,4411303,C,01,1,11
447850,1,06,7393015,0,6093971,I,01,1,99
934212,1,06,8826632,0,6673958,I,01,1,99
480729,1,06,1535311,0,3808529,I,03,1,31
1465245,1,06,7311432,0,5760219,C,01,1,32
418154,1,06,6822678,0,8900478,I,03,1,35
1451557,1,06,3831960,0,1345741,I,99,1,99
1544146,1,06,6004864,0,3437806,I,01,1,31
860000,1,08,1012887,0,8279774,C,01,1,32
491333,1,08,5061794,0,343393,I,01,1,31
545601,1,06,1734384,0,3332767,I,99,1,99
327201,1,08,6722685,0,1406737,I,01,1,21
1597931,1,06,9570166,0,2293536,I,99,1,31
811394,1,08,6657695,0,8950355,C,01,1,39
1145542,1,08,5948401,0,1576915,I,01,1,31
1241221,1,06,531793,0,3058506,I,99,1,31
404040,1,08,128154,0,644235,C,01,1,32
1616946,1,08,5002198,0,1024582,C,01,1,21
1171445,1,03,6960833,0,9754101,C,01,1,31
553822,1,06,2090184,0,4769601,I,99,1,25
1035155,1,06,9831620,0,4294499,I,01,1,99
1547707,1,06,5435590,0,501300,C,01,1,99
1599025,1,06,5138354,0,1427136,I,01,1,99
891422,1,06,8491954,0,3487159,C,01,1,38
1113249,1,06,7628762,0,1353928,C,01,1,11
762749,1,08,8770326,0,7510921,I,99,1,11
506596,1,08,4716556,0,619524,C,01,1,31
209485,1,06,7433134,0,5778140,I,99,1,99
1157037,1,08,8965508,0,3574130,I,01,1,23
960915,1,06,2084753,0,9288453,C,01,1,11
1424595,1,03,1077751,0,5039219,I,01,1,99
899330,1,06,1266014,0,8660638,I,01,1,99
1724304,1,06,1020336,0,5971538,I,99,1,38
1504886,1,08,9114225,0,3183610,I,01,1,31
263428,1,08,9925835,0,8025932,I,03,1,31
214754,1,08,6862634,0,8089504,C,01,1,39
1553727,1,08,1196089,0,2601303,I,01,1,99
483277,1,08,9570466,0,691023,C,01,1,11
891543,1,08,4739878,0,9313803,I,01,1,11
1378463,1,08,8035689,0,232850,C,01,1,24
1265578,1,08,753812,0,2543297,C,01,1,31
374184,1,06,5649451,0,2787866,C,01,1,31
835543,1,06,6346725,0,759075,I,01,1,38
1677445,1,06,3349155,0,2104929,C,01,1,31
1381567,1,06,8568915,0,6877371,I,01,1,35
1861868,1,08,1845245,0,5283625,I,03,1,38
1545419,1,08,8987513,0,1250804,I,01,1,21
1630177,1,08,2406364,0,6984055,I,01,1,31
578852,1,03,8778525,0,6409976,I,01,1,23
806451,1,06,9368038,0,810265,C,01,1,99
974377,1,08,1185618,0,7529186,I,01,1,11
1438877,1,03,1570500,0,8737221,I,01,1,31
1170224,1,06,2876039,0,6861561,C,01,1,99
1387798,1,06,3204557,0,9829976,I,01,1,99
1581724,1,08,5370974,0,2950600,I,01,1,38
625394,1,06,7391890,0,8406818,C,99,1,99
606998,1,06,3150852,0,2753176,I,99,1,31
1371743,1,06,4322614,0,4098777,I,01,1,99
1726115,1,06,2475864,0,3209483,C,01,1,99
857339,1,06,5683738,0,691025,I,03,1,36
1434817,1,03,9867410,0,9878841,C,01,1,24
762582,1,06,9900426,0,5955801,I,03,1,38
1092130,1,06,2103430,0,6310650,I,99,1,99
1134698,1,06,9569138,0,5531019,C,99,1,37
670468,1,03,5592843,0,8375603,C,01,1,21
1874523,1,08,6087865,0,6285086,C,01,1,11
731005,1,06,8289845,0,9105243,I,99,1,11
860000,1,08,8554266,0,5511112,C,01,1,32
1850868,1,08,4195203,0,7533137,I,01,1,38
855313,1,06,4669226,0,5770681,I,03,1,99
868921,1,06,2053565,0,6494414,C,01,1,31
107346,1,08,1594297,0,1046842,I,01,1,22
888469,1,06,2877076,0,2233118,I,02,1,23
255794,1,06,3917112,0,5071940,I,01,1,22
473956,1,06,4178097,0,870134,I,01,1,31
1725042,1,06,4934112,0,6471665,I,01,1,21
1185931,1,08,7207129,0,9976070,C,01,1,31
1247142,1,06,6457497,0,6988268,I,99,1,99
1177795,1,06,5636175,0,1600593,I,01,1,31
12893,1,06,9528770,0,9179145,C,01,1,38
1533253,1,06,3519156,0,1696124,C,99,1,31
1498562,1,06,6587127,0,177154,I,01,1,22
193531,1,08,4657298,0,5358833,C,01,1,31
1436628,1,06,5021263,0,607814,I,01,1,99
43059,1,03,1606617,0,1750948,I,01,1,26
749285,1,06,3353549,0,9997105,C,01,1,99
1611369,1,08,2829602,0,8215432,I,99,1,31
283108,1,08,5605294,0,6901549,C,01,1,37
937488,1,06,2775251,0,600051,I,01,1,21
1731560,1,08,6573038,0,7990859,C,01,1,11
857175,1,08,433285,0,2352372,I,99,1,31
447850,1,06,7393015,0,6093971,C,99,1,24
105866,1,06,5795784,0,5472145,I,99,1,35
1669614,1,08,7914266,0,9769346,I,01,1,36
1630177,1,08,8058612,0,8424096,I,01,1,25
1507345,1,08,624720,0,9111757,I,01,1,99
603213,1,08,6323024,0,7460237,I,01,1,11
31022,1,06,7342892,0,8658264,I,99,1,99
1699638,1,06,205403,0,2506913,I,01,1,99
305660,1,06,9581818,0,4754839,C,99,1,11
1855341,1,06,584021,0,2566007,I,99,1,23
799624,1,06,2133579,0,5424536,C,01,1,11
194430,1,06,5315557,0,4381951,I,99,1,99
282928,1,06,5961307,0,7465780,I,03,1,31
1160094,1,06,4818373,0,8154169,I,99,1,37
1074311,1,06,6939222,0,2814509,I,01,1,24
1874364,1,06,9619089,0,3491126,I,03,1,38
951501,1,06,9901235,0,1919906,I,03,1,99
1265578,1,06,3636719,0,8105607,C,99,1,31
1567550,1,06,4647487,0,6297221,I,03,1,31
777556,1,08,6885226,0,3014571,I,01,1,34
128344,1,08,8523157,0,3349355,C,01,1,21
1611369,1,06,2590336,0,7932592,I,01,1,11
1768675,1,08,7960702,0,7642378,C,01,1,31
1080924,1,08,4719729,0,9083983,I,01,1,31
1927410,1,08,8551413,0,2623631,I,01,1,31
1685742,1,08,4127983,0,900271,I,01,1,31
1366849,1,08,5277337,0,630391,C,01,1,25
1444508,1,06,623824,0,5287178,C,01,1,99
1609997,1,08,7085957,0,1173819,I,01,1,21
870070,1,06,7514211,0,6196629,C,99,1,36
1103380,1,08,3885121,0,8669554,C,01,1,11
18917,1,06,3477662,0,7011749,I,01,0,11
211016,1,06,4485065,0,1137350,I,01,1,34
195389,1,08,3939177,0,7064968,I,01,1,24
450751,1,08,2889588,0,4287449,I,01,1,11
649596,1,06,6447524,0,1792151,I,03,1,99
1451557,1,06,1600817,0,7724109,C,99,1,99
1588275,1,06,1442391,0,4750770,I,01,1,31
127841,1,08,2433405,0,3907714,I,01,1,26
1117076,1,06,5925762,0,81113,C,01,1,21
1068170,1,08,8207314,0,1647805,C,01,1,11
1562898,1,08,5475558,0,9594376,I,01,1,39
800,1,03,4473702,0,6363242,I,01,1,31
167820,1,06,8603452,0,1233813,C,99,1,25
954224,1,08,3351438,0,6294663,I,01,1,23
1473488,1,06,6804849,0,4689902,C,99,1,37
689918,1,03,5040849,0,9015906,C,01,1,37
565652,1,06,9982056,0,9570584,I,03,1,11
1827746,1,08,790282,0,5096846,I,01,1,21
1757141,1,06,3266954,0,5862957,I,01,1,99
1204397,1,06,8585327,0,6389843,I,01,1,99
1151021,1,06,8013579,0,2504423,I,01,1,24
676314,1,08,7166708,0,7249804,I,01,1,32
1880999,1,06,6351971,0,9909030,I,03,1,99
1773082,1,06,6215937,0,4295765,I,01,1,99
1180755,1,08,2753373,0,3270060,I,01,1,31
1478399,1,06,5957777,0,7472091,I,01,1,99
289925,1,08,3768157,0,9536290,I,01,1,24
1167883,1,08,6898108,0,2120066,C,03,1,38
1475795,1,08,8987335,0,4696452,I,01,1,99
353917,1,06,9159424,0,2407893,C,01,1,11
1710137,1,08,9480282,0,4126616,I,99,1,11
478046,1,06,8116498,0,1900630,I,99,1,99
1688804,1,06,6745784,0,4888449,I,03,1,99
100924,1,08,8844331,0,8400579,I,01,1,22
1921096,1,06,5435304,0,2952449,C,99,1,36
934212,1,08,4728437,0,7663405,I,01,1,11
1472808,1,08,2309366,0,3194020,I,99,1,35
836097,1,08,4621137,0,248594,C,01,1,31
1588063,1,06,4850864,0,821173,C,99,1,99
120422,1,08,2848823,0,2430760,C,01,1,39
593747,1,06,9112492,0,5218187,I,99,1,25
1093192,1,06,4700108,0,4060016,I,99,1,31
1319266,1,06,7722811,0,1437934,C,01,1,31
1422268,1,06,5458668,0,4298371,I,01,1,99
285693,1,06,714579,0,3735511,I,02,1,31
510069,1,08,2801574,0,6536833,C,01,1,34
1796281,1,06,9429849,0,3098913,I,01,1,99
1186082,1,08,2342905,0,2905670,I,03,1,23
1658200,1,06,2198543,0,2837434,I,03,1,31
684665,1,08,2405685,0,4973509,C,01,1,31
1465245,1,06,7311432,0,2602157,C,01,1,32
1300052,1,06,2885756,0,122070,C,01,1,31
1180492,1,06,3366559,0,1205921,C,99,1,99
1023454,1,08,6092755,0,5050025,C,01,1,31
1099437,1,06,3548735,0,9756940,C,99,1,25
1431371,1,06,6958829,0,733439,I,99,1,99
565059,1,08,5171508,0,9090609,C,01,1,31
1602020,1,06,6501142,0,5430595,I,99,1,99
1451557,1,06,5614715,0,6412982,I,01,1,99
1137569,1,08,4708065,0,4439890,C,01,1,25
1731560,1,06,9077469,0,6716374,C,01,1,99
1261972,1,06,454461,0,5118104,I,03,1,31
1395507,1,08,339042,0,2077803,I,01,1,25
1140818,1,06,9665350,0,8947027,I,99,1,99
1139956,1,08,9476060,0,1869095,C,01,1,23
1890873,1,06,6977513,0,724584,I,99,1,99
830379,1,08,2280388,0,8709273,I,01,1,11
187215,1,03,2095466,0,9357591,C,01,1,34
1386406,1,08,6812564,0,6860615,I,01,1,11
948691,1,03,5665840,0,2240248,C,01,1,23
1441664,1,06,5355712,0,1421902,I,99,1,11
1599456,1,06,9904788,0,9598882,C,01,1,99
30166,1,06,1730934,0,6384825,C,99,1,38
1696335,1,06,7147878,0,3453533,C,01,1,37
1925184,1,06,5051517,0,1997740,I,01,1,33
1454738,1,06,3963992,0,1593750,C,01,1,11
639713,1,08,7581392,0,1329017,C,01,1,11
1659167,1,06,8576150,0,5739160,C,01,1,23
1170377,1,06,8817364,0,5850967,C,01,1,99
329779,1,06,8918326,0,3009910,I,01,1,34
60503,1,03,2815568,0,4939909,C,01,1,31
61750,1,08,2136999,0,1590217,C,01,1,38
1566619,1,08,7566302,0,3133038,C,01,1,23
1076548,1,08,8202352,0,5981827,I,03,1,11
1342621,1,06,9180200,0,6859051,C,99,1,31
876480,1,06,5943321,0,7050378,I,01,1,35
1071782,1,08,9775670,0,9183648,I,01,1,31
289925,1,08,3768157,0,5754391,I,01,1,24
899849,1,03,5542575,0,396714,I,01,1,11
1366284,1,06,1740746,0,7024538,C,01,1,11
1187906,1,08,1154050,0,9903925,I,01,1,31
1349214,1,06,8580312,0,2307687,C,01,1,99
264256,1,06,2276815,0,5715264,C,01,1,33
1139956,1,06,642853,0,9856509,C,01,1,99
1616915,1,06,6333248,0,6863627,I,01,1,99
85068,1,06,5104356,0,6062513,C,01,1,21
1684196,1,06,9551234,0,7592409,I,01,1,99
1513149,1,06,8285492,0,3566761,I,99,1,99
603,1,06,8292263,0,939833,I,02,1,11
403746,1,08,2079422,0,138203,I,01,1,99
355545,1,06,993650,0,7037914,C,99,1,99
1881526,1,06,6520518,0,1164166,I,01,1,31
1053150,1,06,1514078,0,4521297,I,99,1,99
217076,1,06,4526881,0,3685397,C,01,1,39
50245,1,06,5867584,0,4115730,I,01,1,99
263428,1,06,8944879,0,7170659,I,99,1,11
1572368,1,08,615575,0,8720604,C,01,1,23
1377338,1,08,9113622,0,6824392,C,01,1,36
1903513,1,06,4986881,0,4034123,C,99,1,31
1221751,1,06,3057924,0,1155095,I,01,1,37
757277,1,08,3056277,0,7813667,I,01,1,11
586364,1,06,2437023,0,6746902,C,01,1,11
1522105,1,06,9125774,0,3412429,I,99,1,31
972860,1,06,8224992,0,4367698,I,99,1,39
1010241,1,06,4476808,0,4656704,C,99,1,34
321479,1,06,3807844,0,5078492,I,99,1,32
229397,1,06,3322899,0,3746524,C,01,1,99
1890736,1,06,3155196,0,8819632,I,01,1,33
1434090,1,06,2609576,0,4508297,C,99,1,11
1726560,1,08,878698,0,2077006,I,01,1,36
1387798,1,06,3204557,0,9829976,I,01,1,99
1423894,1,08,6448031,0,1991615,I,01,1,11
1063617,1,06,3288109,0,2682608,I,03,1,38
532120,1,06,3941854,0,9129322,C,01,1,36
870070,1,06,8524333,0,7107496,C,01,1,99
1696181,1,08,144255,0,6152598,I,01,1,31
696312,1,06,9502159,0,2073561,C,01,1,31
683301,1,08,9410988,0,794790,I,01,1,99
1647673,1,08,1518139,0,9845003,C,01,1,99
26426,1,08,5383086,0,7946525,C,01,1,31
1905181,1,06,3397689,0,5800022,C,01,1,99
1407691,1,06,2481505,0,6203594,C,99,1,35
79824,1,08,9595345,0,8522385,C,01,1,38
1166749,1,08,4783617,0,125828,C,01,1,25
127875,1,06,6340974,0,6149026,I,01,1,38
1187337,1,08,7461146,0,6390256,I,01,1,11
916848,1,06,4020506,0,9375403,C,01,1,99
479986,1,08,7256197,0,2247839,C,01,1,23
469858,1,06,2516785,0,5223325,I,01,1,21
597845,1,06,5132659,0,5954571,C,01,1,26
1074927,1,06,1947406,0,3056634,I,03,1,99
673786,1,06,8668054,0,3561577,I,99,1,99
1660610,1,06,9484708,0,1008656,I,99,1,99
1209627,1,06,1050126,0,7941678,C,01,1,99
1418285,1,08,7303913,0,8994335,I,01,1,38
321479,1,08,1659626,0,7172276,C,01,1,32
595354,1,06,9980714,0,796001,C,01,1,99
1201137,1,06,4203772,0,4833822,I,01,1,99
459678,1,06,752736,0,1078483,I,01,1,99
1741436,1,08,8496560,0,43287,I,01,1,38
321479,1,08,9876725,0,2320852,I,01,1,32
870070,1,08,5053141,0,9338043,I,01,1,36
557562,1,08,8138589,0,6548451,I,01,1,31
399070,1,06,2207321,0,3527075,I,01,1,11
1567340,1,08,5874709,0,868729,C,01,1,33
1417507,1,08,2832457,0,7270549,C,01,1,99
960747,1,06,5644079,0,753225,C,99,1,37
1214854,1,06,4536699,0,6889192,C,99,1,23
1188470,1,08,9190613,0,4469004,C,01,1,23
555433,1,08,9669475,0,2108308,C,01,1,38
100924,1,08,874082,0,8590737,I,01,1,22
476973,1,08,1206166,0,5996096,C,01,1,11
1949618,1,06,4581137,0,8174836,I,01,1,23
124873,1,08,6426610,0,2006379,C,01,1,36
1686544,1,08,9482616,0,1339993,C,01,1,11
1388500,1,08,5431849,0,9698529,I,01,1,37
1347931,1,06,5235816,0,8429173,I,01,1,37
508375,1,06,7783492,0,3686305,I,99,1,22
253737,1,08,2337354,0,1986706,C,03,1,22
835543,1,08,6943630,0,3599935,I,01,1,38
1834249,1,06,2941926,0,6628551,I,01,1,99
1351945,1,06,6938576,0,4670477,I,99,1,99
55033,1,06,7753736,0,3895612,I,01,1,21
176887,1,03,5097112,0,2446147,I,01,1,23
1864374,1,08,4329823,0,9336246,I,01,1,38
665938,1,06,3806102,0,5238183,I,99,1,35
433575,1,06,2377098,0,2534762,I,01,1,99
1518889,1,06,9371351,0,4826463,I,01,1,31
959584,1,06,4852412,0,4810853,C,99,1,31
1923009,1,08,3953258,0,8158799,C,01,1,31
207618,1,06,1610504,0,1742622,I,99,1,31
536602,1,08,5271723,0,2663829,C,01,1,38
296279,1,08,3790575,0,2786903,C,01,1,25
1406099,1,08,2725320,0,880187,I,01,1,99
1870616,1,08,5433841,0,4333431,I,01,1,11
1777062,1,08,1269229,0,9564454,I,99,1,11
1056282,1,08,5648181,0,1294819,I,01,1,21
1719121,1,06,394586,0,6943303,I,03,1,37
1225843,1,06,1369681,0,6459383,I,01,1,31
551391,1,06,1522071,0,3969754,I,99,1,23
671593,1,06,10006160,0,9902361,I,03,1,99
67500,1,06,8776957,0,4893748,C,01,1,99
588698,1,08,1325558,0,2904782,C,01,1,31
1181455,1,06,8921245,0,448093,C,01,1,11
1358844,1,08,4415879,0,7685988,C,01,1,99
561202,1,06,8779439,0,368043,I,99,1,23
1431371,1,08,6480619,0,2461649,I,01,1,24
1055549,1,06,7951009,0,6527561,I,01,1,22
1368861,1,08,5906126,0,8693986,C,01,1,11
867236,1,08,1484027,0,4341573,C,01,1,37
689918,1,03,5040849,0,7558583,I,01,1,37
646485,1,06,4764163,0,2884315,C,01,1,34
1227243,1,06,9344137,0,229161,I,99,1,21
381478,1,06,5959390,0,9104284,C,01,1,22
1355813,1,06,2309825,0,9325868,C,01,1,31
1836355,1,08,5310508,0,353073,C,01,1,31
1376236,1,06,1551039,0,3073268,I,03,1,36
89380,1,06,10035891,0,4417090,I,01,1,99
714452,1,03,3133032,0,6183067,C,03,1,38
1757141,1,06,7574545,0,5247013,C,01,1,36
1053734,1,08,3094342,0,186241,C,01,1,31
1245488,1,06,6102175,0,3565161,C,01,1,31
87151,1,08,7585009,0,3558007,I,99,1,31
1724651,1,06,9374313,0,505081,C,01,1,99
1588275,1,08,4703127,0,1763707,I,01,1,11
102449,1,08,3564892,0,724152,C,01,1,99
1611369,1,06,2590336,0,6982157,C,99,1,11
1392544,1,08,5680858,0,4945574,C,01,1,11
1378885,1,08,3906541,0,1788554,C,01,1,11
1053687,1,06,8463807,0,9952898,C,01,1,99
703246,1,06,9309731,0,2411803,I,01,1,99
1810388,1,08,340062,0,1975167,I,01,1,11
809120,1,08,7007884,0,8455665,I,01,1,26
642047,1,06,2668879,0,7389703,I,01,1,99
866483,1,06,1077738,0,6878096,I,03,1,37
1233108,1,08,5196837,0,1242990,I,01,1,99
1689106,1,08,453226,0,6587543,C,01,1,11
539023,1,08,8779214,0,9709028,I,01,1,21
1903328,1,06,8165364,0,5607617,I,99,1,11
374184,1,03,8309124,0,8586855,I,01,1,31
875016,1,06,1674950,0,7934176,I,03,1,99
264256,1,06,9477582,0,9820821,I,99,1,11
1357271,1,08,2064248,0,612004,I,01,1,37
1051588,1,06,5891012,0,7376768,C,01,1,99
1036457,1,08,3590487,0,7404325,C,01,1,32
86280,1,06,4681041,0,5345494,C,01,1,99
306675,1,03,8040272,0,4623574,C,01,1,22
1020904,1,03,9307554,0,4840823,I,01,1,33
1141084,1,06,1156305,0,4269288,I,01,1,31
1187337,1,08,6702486,0,8044058,C,01,1,11
1833074,1,06,8847600,0,2169202,I,99,1,99
623745,1,06,6420709,0,7606257,C,01,1,36
125643,1,08,6413209,0,3124721,C,01,1,31
157888,1,08,158711,0,266360,C,01,1,31
47028,1,06,8725632,0,405605,C,01,1,99
1957319,1,06,4318628,0,7287450,I,99,1,31
148928,1,06,1631967,0,632365,I,01,1,99
1209047,1,08,4430261,0,7912600,C,01,1,31
1361299,1,06,707640,0,8648303,I,99,1,99
1736740,1,06,969775,0,5815876,C,01,1,99
381152,1,06,2157450,0,9771938,C,01,1,31
1545419,1,08,8987513,0,1457987,C,01,1,21
1423894,1,08,306654,0,7937859,C,02,1,99
1540930,1,06,10026404,0,1360354,I,01,1,99
174759,1,06,5776674,0,6830069,C,01,1,31
1524873,1,06,9495182,0,9231853,I,02,1,99
1716649,1,06,8823770,0,327803,I,01,1,99
281732,1,08,5261002,0,4110985,I,01,1,22
530446,1,08,7003523,0,7122566,I,01,1,31
1611076,1,08,2503817,0,3894301,C,01,1,31
1927916,1,08,6190694,0,3846547,I,01,1,11
1932650,1,03,9890995,0,9352355,I,01,1,25
411261,1,08,5322523,0,6893717,I,01,1,23
385234,1,06,4849006,0,7749923,I,99,1,22
1750675,1,08,7985017,0,5342021,C,01,1,11
802382,1,06,2554955,0,8594051,I,01,1,99
1147998,1,06,4162430,0,6577155,I,99,1,99
498855,1,06,4753794,0,6933923,I,99,1,35
352662,1,06,3660736,0,1154825,C,99,1,34
1858319,1,06,4505698,0,6701469,I,01,1,99
690966,1,08,6220722,0,5869355,I,01,1,11
1673557,1,06,1170921,0,842096,I,99,1,99
379717,1,06,8173247,0,6249189,I,99,1,99
1172183,1,06,7308998,0,8152257,I,03,1,99
234930,1,08,398412,0,2008073,I,01,1,25
1345789,1,06,6933756,0,7768102,I,03,1,99
167820,1,06,8603452,0,5769590,C,99,1,25
486428,1,06,5031671,0,6144077,C,99,1,36
515735,1,06,9548937,0,9409816,I,99,1,99
1647673,1,08,1518139,0,2338176,I,01,1,99
227347,1,08,5027288,0,6849275,C,01,1,11
163670,1,03,8711176,0,8705518,C,06,1,23
1647113,1,08,5117610,0,5856168,I,01,1,22
1900223,1,08,5849833,0,3209218,C,01,1,35
791083,1,06,9934073,0,3582614,I,02,1,11
1895833,1,06,8844493,0,1387210,I,99,1,21
1215721,1,06,9513022,0,396762,C,01,1,31
980300,1,08,4210188,0,7609118,C,01,1,31
215959,1,08,9661981,0,8319939,I,01,1,32
508375,1,06,7359378,0,8673120,I,01,1,22
588071,1,08,10037821,0,19221,I,99,1,31
1419164,1,06,9086320,0,9561633,I,99,1,99
795222,1,08,9285671,0,9196184,C,01,1,26
1478399,1,06,5957777,0,9222888,C,01,1,99
1069700,1,08,6311180,0,812789,I,99,1,31
1241244,1,06,3837903,0,959091,C,01,1,22
1380412,1,06,9750743,0,5098537,C,01,1,24
593984,1,06,2687729,0,7178834,I,99,1,38
1238804,1,06,9506250,0,2633530,I,03,1,99
981371,1,08,7375534,0,9290971,I,01,1,36
1319554,1,06,1654124,0,2463809,C,01,1,99
1168408,1,08,9783534,0,8490181,I,01,1,26
857175,1,06,6022378,0,1795863,I,99,1,31
840133,1,08,7641501,0,1620734,C,01,1,23
992478,1,08,7168498,0,4757099,I,01,1,35
1520245,1,08,2605498,0,6142140,C,01,1,31
483268,1,03,7734630,0,9529733,I,02,1,34
1129677,1,06,4639547,0,5365893,I,01,1,31
1662306,1,08,1788159,0,7471651,C,01,1,31
1049432,1,06,5002980,0,8225512,I,99,1,99
351479,1,06,1652709,0,1472311,I,01,1,24
121788,1,03,9870183,0,4737051,C,01,1,11
1246695,1,08,6424492,0,9455831,C,01,1,37
1418329,1,06,8203990,0,3824057,I,99,1,99
325618,1,06,6585233,0,5954809,I,01,1,32
945282,1,06,4511670,0,5665863,C,01,1,21
1201019,1,06,5774041,0,1535554,I,01,1,99
1020646,1,06,4511468,0,7533454,C,01,1,21
1774094,1,06,959091,0,4968526,C,01,1,11
1261717,1,08,8807527,0,1544519,I,01,1,31
1088701,1,08,2515044,0,1645206,I,01,1,99
533294,1,06,471490,0,4204578,I,03,1,11
1108367,1,06,7373936,0,1260295,I,99,1,31
351761,1,06,6006310,0,5956961,I,99,1,99
1902139,1,06,3930496,0,1056565,I,99,1,99
981462,1,06,5169361,0,8393756,I,99,1,11
204506,1,06,6740123,0,5842475,C,01,1,99
587707,1,08,7920675,0,2398642,C,01,1,31
1069842,1,06,1826284,0,4824258,I,03,1,38
681244,1,08,850833,0,9591306,I,01,1,22
1752274,1,06,5354306,0,8434030,I,03,1,34
1549639,1,08,4667081,0,7865543,C,01,1,23
1366284,1,06,1740746,0,9169420,C,01,1,11
1650518,1,08,5981066,0,384056,I,01,1,23
1131213,1,06,7624956,0,8478901,C,01,1,31
850779,1,08,4889579,0,1389651,I,01,1,31
956723,1,06,3011786,0,3759646,I,99,1,25
1695792,1,06,1528793,0,4075741,C,01,1,99
1798596,1,08,9645834,0,6886799,C,01,1,31
1169622,1,06,5596638,0,4324788,I,03,1,31
1502234,1,03,1555144,0,2419958,I,01,1,35
1563012,1,08,1503652,0,3095498,I,02,1,23
1274682,1,06,6895560,0,9536487,I,01,1,99
1769197,1,06,7442703,0,2942503,I,03,1,31
1049286,1,06,7262729,0,1414128,I,99,1,99
1630177,1,08,5962038,0,1269286,C,03,1,25
1735939,1,06,2579831,0,186163,I,01,1,11
1693514,1,08,6815634,0,765232,C,03,1,39
873250,1,06,7335200,0,8988177,I,01,1,99
169649,1,06,1511871,0,7920811,I,99,1,11
663086,1,06,9434833,0,7249339,I,99,1,99
389712,1,06,2788835,0,7448446,C,99,1,11
1630177,1,08,2406364,0,2502313,C,01,1,31
1727013,1,08,7696147,0,8307292,I,01,1,39
